date,account_id,currency,eod_balance_cny,source_system,as_of,visibility_scope
2026-01-31,AC-006,CNY,7795695.02,CORE_ACCOUNT,2026-01-31,BANK_VISIBLE_ONLY
2026-01-31,AC-007,CNY,5878113.19,CORE_ACCOUNT,2026-01-31,BANK_VISIBLE_ONLY
2026-01-31,AC-008,CNY,10699944.83,CORE_ACCOUNT,2026-01-31,BANK_VISIBLE_ONLY
2026-01-31,AC-009,CNY,1932826.56,CORE_ACCOUNT,2026-01-31,BANK_VISIBLE_ONLY
2026-02-01,AC-001,CNY,45434581.42,CORE_ACCOUNT,2026-02-01,BANK_VISIBLE_ONLY
2026-02-01,AC-002,CNY,21960800.99,CORE_ACCOUNT,2026-02-01,BANK_VISIBLE_ONLY
2026-02-01,AC-003,CNY,2845335.19,CORE_ACCOUNT,2026-02-01,BANK_VISIBLE_ONLY
2026-02-01,AC-004,CNY,16687902.27,CORE_ACCOUNT,2026-02-01,BANK_VISIBLE_ONLY
2026-02-01,AC-006,CNY,7777733.99,CORE_ACCOUNT,2026-02-01,BANK_VISIBLE_ONLY
2026-02-01,AC-007,CNY,5830923.53,CORE_ACCOUNT,2026-02-01,BANK_VISIBLE_ONLY
2026-02-01,AC-008,CNY,11699867.93,CORE_ACCOUNT,2026-02-01,BANK_VISIBLE_ONLY
2026-02-01,AC-009,CNY,2002758.63,CORE_ACCOUNT,2026-02-01,BANK_VISIBLE_ONLY
2026-02-02,AC-001,CNY,46951630.93,CORE_ACCOUNT,2026-02-02,BANK_VISIBLE_ONLY
2026-02-02,AC-002,CNY,22954474.96,CORE_ACCOUNT,2026-02-02,BANK_VISIBLE_ONLY
2026-02-02,AC-003,CNY,3109064.92,CORE_ACCOUNT,2026-02-02,BANK_VISIBLE_ONLY
2026-02-02,AC-004,CNY,16813504.14,CORE_ACCOUNT,2026-02-02,BANK_VISIBLE_ONLY
2026-02-02,AC-006,CNY,7425057.3,CORE_ACCOUNT,2026-02-02,BANK_VISIBLE_ONLY
2026-02-02,AC-007,CNY,6207939.37,CORE_ACCOUNT,2026-02-02,BANK_VISIBLE_ONLY
2026-02-02,AC-008,CNY,11061137.92,CORE_ACCOUNT,2026-02-02,BANK_VISIBLE_ONLY
2026-02-02,AC-009,CNY,2111824.1,CORE_ACCOUNT,2026-02-02,BANK_VISIBLE_ONLY
2026-02-03,AC-001,CNY,48653738.8,CORE_ACCOUNT,2026-02-03,BANK_VISIBLE_ONLY
2026-02-03,AC-002,CNY,23942326.18,CORE_ACCOUNT,2026-02-03,BANK_VISIBLE_ONLY
2026-02-03,AC-003,CNY,3324722.26,CORE_ACCOUNT,2026-02-03,BANK_VISIBLE_ONLY
2026-02-03,AC-004,CNY,17066905.25,CORE_ACCOUNT,2026-02-03,BANK_VISIBLE_ONLY
2026-02-03,AC-006,CNY,8039658.2,CORE_ACCOUNT,2026-02-03,BANK_VISIBLE_ONLY
2026-02-03,AC-007,CNY,6316737.36,CORE_ACCOUNT,2026-02-03,BANK_VISIBLE_ONLY
2026-02-03,AC-008,CNY,11009568.81,CORE_ACCOUNT,2026-02-03,BANK_VISIBLE_ONLY
2026-02-03,AC-009,CNY,2073701.24,CORE_ACCOUNT,2026-02-03,BANK_VISIBLE_ONLY
2026-02-04,AC-001,CNY,51399261.41,CORE_ACCOUNT,2026-02-04,BANK_VISIBLE_ONLY
2026-02-04,AC-002,CNY,25070174.85,CORE_ACCOUNT,2026-02-04,BANK_VISIBLE_ONLY
2026-02-04,AC-003,CNY,3218774.59,CORE_ACCOUNT,2026-02-04,BANK_VISIBLE_ONLY
2026-02-04,AC-004,CNY,17596281.33,CORE_ACCOUNT,2026-02-04,BANK_VISIBLE_ONLY
2026-02-04,AC-006,CNY,8346418.11,CORE_ACCOUNT,2026-02-04,BANK_VISIBLE_ONLY
2026-02-04,AC-007,CNY,6661567.67,CORE_ACCOUNT,2026-02-04,BANK_VISIBLE_ONLY
2026-02-04,AC-008,CNY,10671709.8,CORE_ACCOUNT,2026-02-04,BANK_VISIBLE_ONLY
2026-02-04,AC-009,CNY,2184741.63,CORE_ACCOUNT,2026-02-04,BANK_VISIBLE_ONLY
2026-02-05,AC-001,CNY,49987205.33,CORE_ACCOUNT,2026-02-05,BANK_VISIBLE_ONLY
2026-02-05,AC-002,CNY,22646306.67,CORE_ACCOUNT,2026-02-05,BANK_VISIBLE_ONLY
2026-02-05,AC-003,CNY,3068670.51,CORE_ACCOUNT,2026-02-05,BANK_VISIBLE_ONLY
2026-02-05,AC-004,CNY,19498916.17,CORE_ACCOUNT,2026-02-05,BANK_VISIBLE_ONLY
2026-02-05,AC-006,CNY,8056205.89,CORE_ACCOUNT,2026-02-05,BANK_VISIBLE_ONLY
2026-02-05,AC-007,CNY,6259335.79,CORE_ACCOUNT,2026-02-05,BANK_VISIBLE_ONLY
2026-02-05,AC-008,CNY,11093862.59,CORE_ACCOUNT,2026-02-05,BANK_VISIBLE_ONLY
2026-02-05,AC-009,CNY,1962926.49,CORE_ACCOUNT,2026-02-05,BANK_VISIBLE_ONLY
2026-02-06,AC-001,CNY,46652170.91,CORE_ACCOUNT,2026-02-06,BANK_VISIBLE_ONLY
2026-02-06,AC-002,CNY,22413527.86,CORE_ACCOUNT,2026-02-06,BANK_VISIBLE_ONLY
2026-02-06,AC-003,CNY,2896859.07,CORE_ACCOUNT,2026-02-06,BANK_VISIBLE_ONLY
2026-02-06,AC-004,CNY,19239649.52,CORE_ACCOUNT,2026-02-06,BANK_VISIBLE_ONLY
2026-02-06,AC-006,CNY,7954063.85,CORE_ACCOUNT,2026-02-06,BANK_VISIBLE_ONLY
2026-02-06,AC-007,CNY,5895387.25,CORE_ACCOUNT,2026-02-06,BANK_VISIBLE_ONLY
2026-02-06,AC-008,CNY,10662027.49,CORE_ACCOUNT,2026-02-06,BANK_VISIBLE_ONLY
2026-02-06,AC-009,CNY,2029062.08,CORE_ACCOUNT,2026-02-06,BANK_VISIBLE_ONLY
2026-02-07,AC-001,CNY,44779438.56,CORE_ACCOUNT,2026-02-07,BANK_VISIBLE_ONLY
2026-02-07,AC-002,CNY,22118552.25,CORE_ACCOUNT,2026-02-07,BANK_VISIBLE_ONLY
2026-02-07,AC-003,CNY,2962056.28,CORE_ACCOUNT,2026-02-07,BANK_VISIBLE_ONLY
2026-02-07,AC-004,CNY,17459261.26,CORE_ACCOUNT,2026-02-07,BANK_VISIBLE_ONLY
2026-02-07,AC-006,CNY,8211651.25,CORE_ACCOUNT,2026-02-07,BANK_VISIBLE_ONLY
2026-02-07,AC-007,CNY,5723592.66,CORE_ACCOUNT,2026-02-07,BANK_VISIBLE_ONLY
2026-02-07,AC-008,CNY,9976330.79,CORE_ACCOUNT,2026-02-07,BANK_VISIBLE_ONLY
2026-02-07,AC-009,CNY,1925461.61,CORE_ACCOUNT,2026-02-07,BANK_VISIBLE_ONLY
2026-02-08,AC-001,CNY,45742928.06,CORE_ACCOUNT,2026-02-08,BANK_VISIBLE_ONLY
2026-02-08,AC-002,CNY,22676620.92,CORE_ACCOUNT,2026-02-08,BANK_VISIBLE_ONLY
2026-02-08,AC-003,CNY,3073593.65,CORE_ACCOUNT,2026-02-08,BANK_VISIBLE_ONLY
2026-02-08,AC-004,CNY,17830183.51,CORE_ACCOUNT,2026-02-08,BANK_VISIBLE_ONLY
2026-02-08,AC-006,CNY,8167934.24,CORE_ACCOUNT,2026-02-08,BANK_VISIBLE_ONLY
2026-02-08,AC-007,CNY,5666139.97,CORE_ACCOUNT,2026-02-08,BANK_VISIBLE_ONLY
2026-02-08,AC-008,CNY,11399362.97,CORE_ACCOUNT,2026-02-08,BANK_VISIBLE_ONLY
2026-02-08,AC-009,CNY,1954853.37,CORE_ACCOUNT,2026-02-08,BANK_VISIBLE_ONLY
2026-02-09,AC-001,CNY,44672460.87,CORE_ACCOUNT,2026-02-09,BANK_VISIBLE_ONLY
2026-02-09,AC-002,CNY,24158628.25,CORE_ACCOUNT,2026-02-09,BANK_VISIBLE_ONLY
2026-02-09,AC-003,CNY,2851564.71,CORE_ACCOUNT,2026-02-09,BANK_VISIBLE_ONLY
2026-02-09,AC-004,CNY,17654432.77,CORE_ACCOUNT,2026-02-09,BANK_VISIBLE_ONLY
2026-02-09,AC-006,CNY,7503268.29,CORE_ACCOUNT,2026-02-09,BANK_VISIBLE_ONLY
2026-02-09,AC-007,CNY,6306047.67,CORE_ACCOUNT,2026-02-09,BANK_VISIBLE_ONLY
2026-02-09,AC-008,CNY,11757997.35,CORE_ACCOUNT,2026-02-09,BANK_VISIBLE_ONLY
2026-02-09,AC-009,CNY,2015850.95,CORE_ACCOUNT,2026-02-09,BANK_VISIBLE_ONLY
2026-02-10,AC-001,CNY,49611313.4,CORE_ACCOUNT,2026-02-10,BANK_VISIBLE_ONLY
2026-02-10,AC-002,CNY,24493712.8,CORE_ACCOUNT,2026-02-10,BANK_VISIBLE_ONLY
2026-02-10,AC-003,CNY,2988340.73,CORE_ACCOUNT,2026-02-10,BANK_VISIBLE_ONLY
2026-02-10,AC-004,CNY,17275116.28,CORE_ACCOUNT,2026-02-10,BANK_VISIBLE_ONLY
2026-02-10,AC-006,CNY,8228718.05,CORE_ACCOUNT,2026-02-10,BANK_VISIBLE_ONLY
2026-02-10,AC-007,CNY,6399771.98,CORE_ACCOUNT,2026-02-10,BANK_VISIBLE_ONLY
2026-02-10,AC-008,CNY,11425754.71,CORE_ACCOUNT,2026-02-10,BANK_VISIBLE_ONLY
2026-02-10,AC-009,CNY,2150937.97,CORE_ACCOUNT,2026-02-10,BANK_VISIBLE_ONLY
2026-02-11,AC-001,CNY,51579203.6,CORE_ACCOUNT,2026-02-11,BANK_VISIBLE_ONLY
2026-02-11,AC-002,CNY,24624895.63,CORE_ACCOUNT,2026-02-11,BANK_VISIBLE_ONLY
2026-02-11,AC-003,CNY,3152734.54,CORE_ACCOUNT,2026-02-11,BANK_VISIBLE_ONLY
2026-02-11,AC-004,CNY,18474996.53,CORE_ACCOUNT,2026-02-11,BANK_VISIBLE_ONLY
2026-02-11,AC-006,CNY,7978690.64,CORE_ACCOUNT,2026-02-11,BANK_VISIBLE_ONLY
2026-02-11,AC-007,CNY,6404322.25,CORE_ACCOUNT,2026-02-11,BANK_VISIBLE_ONLY
2026-02-11,AC-008,CNY,10994444.88,CORE_ACCOUNT,2026-02-11,BANK_VISIBLE_ONLY
2026-02-11,AC-009,CNY,2167121.63,CORE_ACCOUNT,2026-02-11,BANK_VISIBLE_ONLY
2026-02-12,AC-001,CNY,50850906.67,CORE_ACCOUNT,2026-02-12,BANK_VISIBLE_ONLY
2026-02-12,AC-002,CNY,23742919.18,CORE_ACCOUNT,2026-02-12,BANK_VISIBLE_ONLY
2026-02-12,AC-003,CNY,3147538.36,CORE_ACCOUNT,2026-02-12,BANK_VISIBLE_ONLY
2026-02-12,AC-004,CNY,18170893.73,CORE_ACCOUNT,2026-02-12,BANK_VISIBLE_ONLY
2026-02-12,AC-006,CNY,8869924.21,CORE_ACCOUNT,2026-02-12,BANK_VISIBLE_ONLY
2026-02-12,AC-007,CNY,5936815.2,CORE_ACCOUNT,2026-02-12,BANK_VISIBLE_ONLY
2026-02-12,AC-008,CNY,11234987.13,CORE_ACCOUNT,2026-02-12,BANK_VISIBLE_ONLY
2026-02-12,AC-009,CNY,2133233.5,CORE_ACCOUNT,2026-02-12,BANK_VISIBLE_ONLY
2026-02-13,AC-001,CNY,48027658.74,CORE_ACCOUNT,2026-02-13,BANK_VISIBLE_ONLY
2026-02-13,AC-002,CNY,22802471.5,CORE_ACCOUNT,2026-02-13,BANK_VISIBLE_ONLY
2026-02-13,AC-003,CNY,2818071.73,CORE_ACCOUNT,2026-02-13,BANK_VISIBLE_ONLY
2026-02-13,AC-004,CNY,18760875.74,CORE_ACCOUNT,2026-02-13,BANK_VISIBLE_ONLY
2026-02-13,AC-006,CNY,8297100.41,CORE_ACCOUNT,2026-02-13,BANK_VISIBLE_ONLY
2026-02-13,AC-007,CNY,5838829.15,CORE_ACCOUNT,2026-02-13,BANK_VISIBLE_ONLY
2026-02-13,AC-008,CNY,10455811.39,CORE_ACCOUNT,2026-02-13,BANK_VISIBLE_ONLY
2026-02-13,AC-009,CNY,1978536.73,CORE_ACCOUNT,2026-02-13,BANK_VISIBLE_ONLY
2026-02-14,AC-001,CNY,47186945.36,CORE_ACCOUNT,2026-02-14,BANK_VISIBLE_ONLY
2026-02-14,AC-002,CNY,22140172.94,CORE_ACCOUNT,2026-02-14,BANK_VISIBLE_ONLY
2026-02-14,AC-003,CNY,2915054.98,CORE_ACCOUNT,2026-02-14,BANK_VISIBLE_ONLY
2026-02-14,AC-004,CNY,17054006.65,CORE_ACCOUNT,2026-02-14,BANK_VISIBLE_ONLY
2026-02-14,AC-006,CNY,7684245.38,CORE_ACCOUNT,2026-02-14,BANK_VISIBLE_ONLY
2026-02-14,AC-007,CNY,5460229.86,CORE_ACCOUNT,2026-02-14,BANK_VISIBLE_ONLY
2026-02-14,AC-008,CNY,10492587.62,CORE_ACCOUNT,2026-02-14,BANK_VISIBLE_ONLY
2026-02-14,AC-009,CNY,1919452.55,CORE_ACCOUNT,2026-02-14,BANK_VISIBLE_ONLY
2026-02-15,AC-001,CNY,46108007.7,CORE_ACCOUNT,2026-02-15,BANK_VISIBLE_ONLY
2026-02-15,AC-002,CNY,22751682.94,CORE_ACCOUNT,2026-02-15,BANK_VISIBLE_ONLY
2026-02-15,AC-003,CNY,2760626.92,CORE_ACCOUNT,2026-02-15,BANK_VISIBLE_ONLY
2026-02-15,AC-004,CNY,18019484.33,CORE_ACCOUNT,2026-02-15,BANK_VISIBLE_ONLY
2026-02-15,AC-006,CNY,7561570.61,CORE_ACCOUNT,2026-02-15,BANK_VISIBLE_ONLY
2026-02-15,AC-007,CNY,6235313.16,CORE_ACCOUNT,2026-02-15,BANK_VISIBLE_ONLY
2026-02-15,AC-008,CNY,11280548.14,CORE_ACCOUNT,2026-02-15,BANK_VISIBLE_ONLY
2026-02-15,AC-009,CNY,1932066.51,CORE_ACCOUNT,2026-02-15,BANK_VISIBLE_ONLY
2026-02-16,AC-001,CNY,46299812.17,CORE_ACCOUNT,2026-02-16,BANK_VISIBLE_ONLY
2026-02-16,AC-002,CNY,24261183.54,CORE_ACCOUNT,2026-02-16,BANK_VISIBLE_ONLY
2026-02-16,AC-003,CNY,2899241.67,CORE_ACCOUNT,2026-02-16,BANK_VISIBLE_ONLY
2026-02-16,AC-004,CNY,18398543.94,CORE_ACCOUNT,2026-02-16,BANK_VISIBLE_ONLY
2026-02-16,AC-006,CNY,7553572.75,CORE_ACCOUNT,2026-02-16,BANK_VISIBLE_ONLY
2026-02-16,AC-007,CNY,5873524.15,CORE_ACCOUNT,2026-02-16,BANK_VISIBLE_ONLY
2026-02-16,AC-008,CNY,11660353.38,CORE_ACCOUNT,2026-02-16,BANK_VISIBLE_ONLY
2026-02-16,AC-009,CNY,1954173.31,CORE_ACCOUNT,2026-02-16,BANK_VISIBLE_ONLY
2026-02-17,AC-001,CNY,46939637.68,CORE_ACCOUNT,2026-02-17,BANK_VISIBLE_ONLY
2026-02-17,AC-002,CNY,24295260.38,CORE_ACCOUNT,2026-02-17,BANK_VISIBLE_ONLY
2026-02-17,AC-003,CNY,3126131.48,CORE_ACCOUNT,2026-02-17,BANK_VISIBLE_ONLY
2026-02-17,AC-004,CNY,17412582.75,CORE_ACCOUNT,2026-02-17,BANK_VISIBLE_ONLY
2026-02-17,AC-006,CNY,8052626.55,CORE_ACCOUNT,2026-02-17,BANK_VISIBLE_ONLY
2026-02-17,AC-007,CNY,5985349.07,CORE_ACCOUNT,2026-02-17,BANK_VISIBLE_ONLY
2026-02-17,AC-008,CNY,11775001.05,CORE_ACCOUNT,2026-02-17,BANK_VISIBLE_ONLY
2026-02-17,AC-009,CNY,2083981.83,CORE_ACCOUNT,2026-02-17,BANK_VISIBLE_ONLY
2026-02-18,AC-001,CNY,48907488.17,CORE_ACCOUNT,2026-02-18,BANK_VISIBLE_ONLY
2026-02-18,AC-002,CNY,25629527.18,CORE_ACCOUNT,2026-02-18,BANK_VISIBLE_ONLY
2026-02-18,AC-003,CNY,3185542.92,CORE_ACCOUNT,2026-02-18,BANK_VISIBLE_ONLY
2026-02-18,AC-004,CNY,18061448.61,CORE_ACCOUNT,2026-02-18,BANK_VISIBLE_ONLY
2026-02-18,AC-006,CNY,8452944.49,CORE_ACCOUNT,2026-02-18,BANK_VISIBLE_ONLY
2026-02-18,AC-007,CNY,6332200.63,CORE_ACCOUNT,2026-02-18,BANK_VISIBLE_ONLY
2026-02-18,AC-008,CNY,11109958.7,CORE_ACCOUNT,2026-02-18,BANK_VISIBLE_ONLY
2026-02-18,AC-009,CNY,2133377.47,CORE_ACCOUNT,2026-02-18,BANK_VISIBLE_ONLY
2026-02-19,AC-001,CNY,47595368.88,CORE_ACCOUNT,2026-02-19,BANK_VISIBLE_ONLY
2026-02-19,AC-002,CNY,23298664.54,CORE_ACCOUNT,2026-02-19,BANK_VISIBLE_ONLY
2026-02-19,AC-003,CNY,3020490.35,CORE_ACCOUNT,2026-02-19,BANK_VISIBLE_ONLY
2026-02-19,AC-004,CNY,17832603.17,CORE_ACCOUNT,2026-02-19,BANK_VISIBLE_ONLY
2026-02-19,AC-006,CNY,7927179.51,CORE_ACCOUNT,2026-02-19,BANK_VISIBLE_ONLY
2026-02-19,AC-007,CNY,6238947.12,CORE_ACCOUNT,2026-02-19,BANK_VISIBLE_ONLY
2026-02-19,AC-008,CNY,10660200.51,CORE_ACCOUNT,2026-02-19,BANK_VISIBLE_ONLY
2026-02-19,AC-009,CNY,2094369.78,CORE_ACCOUNT,2026-02-19,BANK_VISIBLE_ONLY
2026-02-20,AC-001,CNY,47660163.7,CORE_ACCOUNT,2026-02-20,BANK_VISIBLE_ONLY
2026-02-20,AC-002,CNY,22233575.97,CORE_ACCOUNT,2026-02-20,BANK_VISIBLE_ONLY
2026-02-20,AC-003,CNY,2815970.05,CORE_ACCOUNT,2026-02-20,BANK_VISIBLE_ONLY
2026-02-20,AC-004,CNY,17908466.09,CORE_ACCOUNT,2026-02-20,BANK_VISIBLE_ONLY
2026-02-20,AC-006,CNY,8200012.99,CORE_ACCOUNT,2026-02-20,BANK_VISIBLE_ONLY
2026-02-20,AC-007,CNY,5442242.87,CORE_ACCOUNT,2026-02-20,BANK_VISIBLE_ONLY
2026-02-20,AC-008,CNY,10488295.73,CORE_ACCOUNT,2026-02-20,BANK_VISIBLE_ONLY
2026-02-20,AC-009,CNY,1994052.42,CORE_ACCOUNT,2026-02-20,BANK_VISIBLE_ONLY
2026-02-21,AC-001,CNY,47632169.54,CORE_ACCOUNT,2026-02-21,BANK_VISIBLE_ONLY
2026-02-21,AC-002,CNY,22566825.77,CORE_ACCOUNT,2026-02-21,BANK_VISIBLE_ONLY
2026-02-21,AC-003,CNY,2959216.66,CORE_ACCOUNT,2026-02-21,BANK_VISIBLE_ONLY
2026-02-21,AC-004,CNY,18607773.68,CORE_ACCOUNT,2026-02-21,BANK_VISIBLE_ONLY
2026-02-21,AC-006,CNY,8296876.66,CORE_ACCOUNT,2026-02-21,BANK_VISIBLE_ONLY
2026-02-21,AC-007,CNY,5564070.82,CORE_ACCOUNT,2026-02-21,BANK_VISIBLE_ONLY
2026-02-21,AC-008,CNY,10893927.56,CORE_ACCOUNT,2026-02-21,BANK_VISIBLE_ONLY
2026-02-21,AC-009,CNY,1869526.08,CORE_ACCOUNT,2026-02-21,BANK_VISIBLE_ONLY
2026-02-22,AC-001,CNY,45067479.99,CORE_ACCOUNT,2026-02-22,BANK_VISIBLE_ONLY
2026-02-22,AC-002,CNY,23903801.77,CORE_ACCOUNT,2026-02-22,BANK_VISIBLE_ONLY
2026-02-22,AC-003,CNY,2980234.67,CORE_ACCOUNT,2026-02-22,BANK_VISIBLE_ONLY
2026-02-22,AC-004,CNY,17399274.77,CORE_ACCOUNT,2026-02-22,BANK_VISIBLE_ONLY
2026-02-22,AC-006,CNY,7169948.62,CORE_ACCOUNT,2026-02-22,BANK_VISIBLE_ONLY
2026-02-22,AC-007,CNY,5591663.23,CORE_ACCOUNT,2026-02-22,BANK_VISIBLE_ONLY
2026-02-22,AC-008,CNY,11034211.54,CORE_ACCOUNT,2026-02-22,BANK_VISIBLE_ONLY
2026-02-22,AC-009,CNY,1933354.77,CORE_ACCOUNT,2026-02-22,BANK_VISIBLE_ONLY
2026-02-23,AC-001,CNY,46061574.21,CORE_ACCOUNT,2026-02-23,BANK_VISIBLE_ONLY
2026-02-23,AC-002,CNY,22544758.79,CORE_ACCOUNT,2026-02-23,BANK_VISIBLE_ONLY
2026-02-23,AC-003,CNY,3054595.3,CORE_ACCOUNT,2026-02-23,BANK_VISIBLE_ONLY
2026-02-23,AC-004,CNY,16954196.82,CORE_ACCOUNT,2026-02-23,BANK_VISIBLE_ONLY
2026-02-23,AC-006,CNY,7479479.46,CORE_ACCOUNT,2026-02-23,BANK_VISIBLE_ONLY
2026-02-23,AC-007,CNY,5878278.16,CORE_ACCOUNT,2026-02-23,BANK_VISIBLE_ONLY
2026-02-23,AC-008,CNY,11170306.27,CORE_ACCOUNT,2026-02-23,BANK_VISIBLE_ONLY
2026-02-23,AC-009,CNY,1979250.66,CORE_ACCOUNT,2026-02-23,BANK_VISIBLE_ONLY
2026-02-24,AC-001,CNY,47555960.86,CORE_ACCOUNT,2026-02-24,BANK_VISIBLE_ONLY
2026-02-24,AC-002,CNY,24233960.34,CORE_ACCOUNT,2026-02-24,BANK_VISIBLE_ONLY
2026-02-24,AC-003,CNY,3059198.86,CORE_ACCOUNT,2026-02-24,BANK_VISIBLE_ONLY
2026-02-24,AC-004,CNY,18257648.99,CORE_ACCOUNT,2026-02-24,BANK_VISIBLE_ONLY
2026-02-24,AC-006,CNY,8252201.6,CORE_ACCOUNT,2026-02-24,BANK_VISIBLE_ONLY
2026-02-24,AC-007,CNY,6398748.44,CORE_ACCOUNT,2026-02-24,BANK_VISIBLE_ONLY
2026-02-24,AC-008,CNY,11697069.56,CORE_ACCOUNT,2026-02-24,BANK_VISIBLE_ONLY
2026-02-24,AC-009,CNY,2041897.71,CORE_ACCOUNT,2026-02-24,BANK_VISIBLE_ONLY
2026-02-25,AC-001,CNY,54070992.01,CORE_ACCOUNT,2026-02-25,BANK_VISIBLE_ONLY
2026-02-25,AC-002,CNY,24069797.53,CORE_ACCOUNT,2026-02-25,BANK_VISIBLE_ONLY
2026-02-25,AC-003,CNY,3031203.62,CORE_ACCOUNT,2026-02-25,BANK_VISIBLE_ONLY
2026-02-25,AC-004,CNY,18316675.26,CORE_ACCOUNT,2026-02-25,BANK_VISIBLE_ONLY
2026-02-25,AC-006,CNY,8331421.19,CORE_ACCOUNT,2026-02-25,BANK_VISIBLE_ONLY
2026-02-25,AC-007,CNY,5844639.32,CORE_ACCOUNT,2026-02-25,BANK_VISIBLE_ONLY
2026-02-25,AC-008,CNY,11351446.37,CORE_ACCOUNT,2026-02-25,BANK_VISIBLE_ONLY
2026-02-25,AC-009,CNY,1983974.57,CORE_ACCOUNT,2026-02-25,BANK_VISIBLE_ONLY
2026-02-26,AC-001,CNY,51309428.59,CORE_ACCOUNT,2026-02-26,BANK_VISIBLE_ONLY
2026-02-26,AC-002,CNY,23654486.61,CORE_ACCOUNT,2026-02-26,BANK_VISIBLE_ONLY
2026-02-26,AC-003,CNY,3169007.23,CORE_ACCOUNT,2026-02-26,BANK_VISIBLE_ONLY
2026-02-26,AC-004,CNY,18251092.0,CORE_ACCOUNT,2026-02-26,BANK_VISIBLE_ONLY
2026-02-26,AC-006,CNY,7984941.83,CORE_ACCOUNT,2026-02-26,BANK_VISIBLE_ONLY
2026-02-26,AC-007,CNY,6046288.6,CORE_ACCOUNT,2026-02-26,BANK_VISIBLE_ONLY
2026-02-26,AC-008,CNY,10404222.09,CORE_ACCOUNT,2026-02-26,BANK_VISIBLE_ONLY
2026-02-26,AC-009,CNY,1985428.68,CORE_ACCOUNT,2026-02-26,BANK_VISIBLE_ONLY
2026-02-27,AC-001,CNY,47449254.62,CORE_ACCOUNT,2026-02-27,BANK_VISIBLE_ONLY
2026-02-27,AC-002,CNY,22867450.39,CORE_ACCOUNT,2026-02-27,BANK_VISIBLE_ONLY
2026-02-27,AC-003,CNY,2852094.09,CORE_ACCOUNT,2026-02-27,BANK_VISIBLE_ONLY
2026-02-27,AC-004,CNY,18266489.69,CORE_ACCOUNT,2026-02-27,BANK_VISIBLE_ONLY
2026-02-27,AC-006,CNY,7771270.84,CORE_ACCOUNT,2026-02-27,BANK_VISIBLE_ONLY
2026-02-27,AC-007,CNY,6187292.19,CORE_ACCOUNT,2026-02-27,BANK_VISIBLE_ONLY
2026-02-27,AC-008,CNY,11298620.41,CORE_ACCOUNT,2026-02-27,BANK_VISIBLE_ONLY
2026-02-27,AC-009,CNY,1951856.87,CORE_ACCOUNT,2026-02-27,BANK_VISIBLE_ONLY
2026-02-28,AC-001,CNY,46256644.85,CORE_ACCOUNT,2026-02-28,BANK_VISIBLE_ONLY
2026-02-28,AC-002,CNY,23844889.8,CORE_ACCOUNT,2026-02-28,BANK_VISIBLE_ONLY
2026-02-28,AC-003,CNY,2833566.51,CORE_ACCOUNT,2026-02-28,BANK_VISIBLE_ONLY
2026-02-28,AC-004,CNY,18853934.06,CORE_ACCOUNT,2026-02-28,BANK_VISIBLE_ONLY
2026-02-28,AC-006,CNY,7690094.35,CORE_ACCOUNT,2026-02-28,BANK_VISIBLE_ONLY
2026-02-28,AC-007,CNY,6071528.38,CORE_ACCOUNT,2026-02-28,BANK_VISIBLE_ONLY
2026-02-28,AC-008,CNY,10856501.21,CORE_ACCOUNT,2026-02-28,BANK_VISIBLE_ONLY
2026-02-28,AC-009,CNY,1950897.8,CORE_ACCOUNT,2026-02-28,BANK_VISIBLE_ONLY
2026-03-01,AC-001,CNY,44304773.4,CORE_ACCOUNT,2026-03-01,BANK_VISIBLE_ONLY
2026-03-01,AC-002,CNY,22734364.2,CORE_ACCOUNT,2026-03-01,BANK_VISIBLE_ONLY
2026-03-01,AC-003,CNY,2862049.76,CORE_ACCOUNT,2026-03-01,BANK_VISIBLE_ONLY
2026-03-01,AC-004,CNY,17625981.31,CORE_ACCOUNT,2026-03-01,BANK_VISIBLE_ONLY
2026-03-01,AC-006,CNY,7533150.88,CORE_ACCOUNT,2026-03-01,BANK_VISIBLE_ONLY
2026-03-01,AC-007,CNY,6013502.63,CORE_ACCOUNT,2026-03-01,BANK_VISIBLE_ONLY
2026-03-01,AC-008,CNY,11330921.77,CORE_ACCOUNT,2026-03-01,BANK_VISIBLE_ONLY
2026-03-01,AC-009,CNY,1994654.58,CORE_ACCOUNT,2026-03-01,BANK_VISIBLE_ONLY
2026-03-02,AC-001,CNY,48881086.24,CORE_ACCOUNT,2026-03-02,BANK_VISIBLE_ONLY
2026-03-02,AC-002,CNY,24237256.45,CORE_ACCOUNT,2026-03-02,BANK_VISIBLE_ONLY
2026-03-02,AC-003,CNY,3319191.83,CORE_ACCOUNT,2026-03-02,BANK_VISIBLE_ONLY
2026-03-02,AC-004,CNY,16810790.41,CORE_ACCOUNT,2026-03-02,BANK_VISIBLE_ONLY
2026-03-02,AC-006,CNY,8416229.99,CORE_ACCOUNT,2026-03-02,BANK_VISIBLE_ONLY
2026-03-02,AC-007,CNY,6278622.08,CORE_ACCOUNT,2026-03-02,BANK_VISIBLE_ONLY
2026-03-02,AC-008,CNY,9949509.64,CORE_ACCOUNT,2026-03-02,BANK_VISIBLE_ONLY
2026-03-02,AC-009,CNY,2072093.07,CORE_ACCOUNT,2026-03-02,BANK_VISIBLE_ONLY
2026-03-03,AC-001,CNY,49473255.2,CORE_ACCOUNT,2026-03-03,BANK_VISIBLE_ONLY
