transaction_id,date,account_id,counterparty_id,counterparty_name,counterparty_type,direction,amount_cny,purpose,channel,source_system,bank_visible_only,evidence_eligible
TX-2026-01940,2026-02-22,AC-001,CP-010,上海凌云智能科技有限公司,下游客户,IN,1273614.72,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-02072,2026-02-22,AC-009,CP-003,宁波精密传动有限公司,设备供应商,OUT,210900.92,设备预付款/设备采购款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02136,2026-02-22,AC-002,CP-001,杭州智联数控设备有限公司,设备供应商,OUT,1376832.06,设备预付款/设备采购款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02262,2026-02-22,AC-001,CP-007,杭州某新能源装备有限公司,下游客户,IN,1086343.92,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02572,2026-02-22,AC-003,CP-019,他行归集账户B,他行往来,IN,3235022.76,跨行资金调拨,银企直联,PAYMENT_LEDGER,True,True
TX-2026-03087,2026-02-22,AC-008,CP-011,国家税费虚拟对手方,税费,OUT,1861866.27,税费,企业网银,PAYMENT_LEDGER,True,True
TX-2026-03237,2026-02-22,AC-006,CP-014,华东精工自动化设备有限公司,集团内往来,IN,2067799.54,集团内部往来,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03247,2026-02-22,AC-001,CP-008,宁波华源自动化有限公司,下游客户,IN,2863965.98,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03280,2026-02-22,AC-004,CP-012,工资代发汇总,工资,OUT,3724044.06,工资代发,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00020,2026-02-23,AC-007,CP-001,杭州智联数控设备有限公司,设备供应商,OUT,516421.38,设备预付款/设备采购款,柜面,PAYMENT_LEDGER,True,True
TX-2026-00469,2026-02-23,AC-001,CP-003,宁波精密传动有限公司,设备供应商,OUT,655256.34,设备预付款/设备采购款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00549,2026-02-23,AC-001,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,1153717.08,原材料货款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01490,2026-02-23,AC-007,CP-012,工资代发汇总,工资,OUT,5096809.54,工资代发,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01833,2026-02-23,AC-003,CP-008,宁波华源自动化有限公司,下游客户,IN,2472791.52,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-01899,2026-02-23,AC-006,CP-002,苏州德昇伺服科技有限公司,设备供应商,OUT,312135.82,设备预付款/设备采购款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02190,2026-02-23,AC-001,CP-002,苏州德昇伺服科技有限公司,设备供应商,OUT,1882450.76,设备预付款/设备采购款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02394,2026-02-23,AC-008,CP-016,能源服务商A,能源,OUT,125566.94,能源费用,柜面,PAYMENT_LEDGER,True,True
TX-2026-02577,2026-02-23,AC-001,CP-007,杭州某新能源装备有限公司,下游客户,IN,2093123.48,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02599,2026-02-23,AC-001,CP-015,物流服务商A,物流,OUT,54806.72,物流服务费,柜面,PAYMENT_LEDGER,True,True
TX-2026-02656,2026-02-23,AC-001,CP-011,国家税费虚拟对手方,税费,OUT,2293179.18,税费,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02846,2026-02-23,AC-001,CP-002,苏州德昇伺服科技有限公司,设备供应商,OUT,2053997.81,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03068,2026-02-23,AC-002,CP-011,国家税费虚拟对手方,税费,OUT,1527032.32,税费,企业网银,PAYMENT_LEDGER,True,True
TX-2026-03091,2026-02-23,AC-004,CP-010,上海凌云智能科技有限公司,下游客户,IN,2519546.5,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-03112,2026-02-23,AC-006,CP-007,杭州某新能源装备有限公司,下游客户,IN,3001175.47,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-03579,2026-02-23,AC-004,CP-015,物流服务商A,物流,OUT,225232.53,物流服务费,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00073,2026-02-24,AC-002,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,537914.33,原材料货款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00467,2026-02-24,AC-001,CP-018,他行归集账户A,他行往来,OUT,3754764.14,跨行资金调拨,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00512,2026-02-24,AC-007,CP-003,宁波精密传动有限公司,设备供应商,OUT,1712654.16,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00603,2026-02-24,AC-004,CP-001,杭州智联数控设备有限公司,设备供应商,OUT,1729803.27,设备预付款/设备采购款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00697,2026-02-24,AC-007,CP-002,苏州德昇伺服科技有限公司,设备供应商,OUT,1413175.46,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00911,2026-02-24,AC-004,CP-018,他行归集账户A,他行往来,IN,2697534.8,跨行资金调拨,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01099,2026-02-24,AC-001,CP-012,工资代发汇总,工资,OUT,4057560.42,工资代发,柜面,PAYMENT_LEDGER,True,True
TX-2026-01561,2026-02-24,AC-001,CP-008,宁波华源自动化有限公司,下游客户,IN,1606801.37,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01585,2026-02-24,AC-003,CP-001,杭州智联数控设备有限公司,设备供应商,OUT,2043448.51,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01666,2026-02-24,AC-002,CP-009,合肥星拓工业有限公司,下游客户,IN,2477338.24,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01675,2026-02-24,AC-001,CP-008,宁波华源自动化有限公司,下游客户,IN,1147512.32,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-01694,2026-02-24,AC-001,CP-007,杭州某新能源装备有限公司,下游客户,IN,1437263.45,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-01870,2026-02-24,AC-003,CP-001,杭州智联数控设备有限公司,设备供应商,OUT,705005.96,设备预付款/设备采购款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02189,2026-02-24,AC-001,CP-014,华东精工自动化设备有限公司,集团内往来,OUT,1133440.47,集团内部往来,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02530,2026-02-24,AC-004,CP-010,上海凌云智能科技有限公司,下游客户,IN,2037294.36,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-03108,2026-02-24,AC-002,CP-008,宁波华源自动化有限公司,下游客户,IN,2454774.01,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03226,2026-02-24,AC-004,CP-008,宁波华源自动化有限公司,下游客户,IN,1459084.38,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03325,2026-02-24,AC-001,CP-015,物流服务商A,物流,OUT,94223.64,物流服务费,企业网银,PAYMENT_LEDGER,True,True
TX-2026-03468,2026-02-24,AC-001,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,1362862.31,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00206,2026-02-25,AC-002,CP-004,上海东启电子科技有限公司,设备供应商,OUT,1403800.58,设备预付款/设备采购款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00702,2026-02-25,AC-001,CP-019,他行归集账户B,他行往来,OUT,1037927.6,跨行资金调拨,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01389,2026-02-25,AC-008,CP-009,合肥星拓工业有限公司,下游客户,IN,1620726.01,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-01557,2026-02-25,AC-002,CP-007,杭州某新能源装备有限公司,下游客户,IN,535131.61,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-01617,2026-02-25,AC-006,CP-008,宁波华源自动化有限公司,下游客户,IN,1586971.66,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01644,2026-02-25,AC-002,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,795626.5,原材料货款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01751,2026-02-25,AC-001,CP-007,杭州某新能源装备有限公司,下游客户,IN,1747054.29,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02359,2026-02-25,AC-006,CP-001,杭州智联数控设备有限公司,设备供应商,OUT,2000145.07,设备预付款/设备采购款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02451,2026-02-25,AC-004,CP-017,房租/物业服务商,管理费用,OUT,55182.42,管理费用,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02566,2026-02-25,AC-001,CP-001,杭州智联数控设备有限公司,设备供应商,OUT,1727468.35,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02728,2026-02-25,AC-006,CP-016,能源服务商A,能源,OUT,124561.91,能源费用,柜面,PAYMENT_LEDGER,True,True
TX-2026-02821,2026-02-25,AC-006,CP-016,能源服务商A,能源,OUT,374301.99,能源费用,柜面,PAYMENT_LEDGER,True,True
TX-2026-03004,2026-02-25,AC-002,CP-006,江苏华能铝业有限公司,原材料供应商,OUT,290275.22,原材料货款,柜面,PAYMENT_LEDGER,True,True
TX-2026-03024,2026-02-25,AC-006,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,561455.32,原材料货款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03322,2026-02-25,AC-008,CP-016,能源服务商A,能源,OUT,339143.01,能源费用,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00397,2026-02-26,AC-002,CP-013,华东精工智能制造有限公司,集团内往来,IN,3842919.99,集团内部往来,柜面,PAYMENT_LEDGER,True,True
TX-2026-00648,2026-02-26,AC-001,CP-018,他行归集账户A,他行往来,OUT,4583751.6,跨行资金调拨,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00717,2026-02-26,AC-008,CP-008,宁波华源自动化有限公司,下游客户,IN,812291.4,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00820,2026-02-26,AC-006,CP-016,能源服务商A,能源,OUT,414822.43,能源费用,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00989,2026-02-26,AC-006,CP-007,杭州某新能源装备有限公司,下游客户,IN,744331.46,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01050,2026-02-26,AC-002,CP-009,合肥星拓工业有限公司,下游客户,IN,915575.03,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02008,2026-02-26,AC-004,CP-010,上海凌云智能科技有限公司,下游客户,IN,1858209.49,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02118,2026-02-26,AC-001,CP-010,上海凌云智能科技有限公司,下游客户,IN,2866155.26,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02132,2026-02-26,AC-004,CP-003,宁波精密传动有限公司,设备供应商,OUT,1556473.7,设备预付款/设备采购款,柜面,PAYMENT_LEDGER,True,True
TX-2026-02427,2026-02-26,AC-001,CP-010,上海凌云智能科技有限公司,下游客户,IN,267256.22,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-03045,2026-02-26,AC-001,CP-018,他行归集账户A,他行往来,OUT,828880.31,跨行资金调拨,企业网银,PAYMENT_LEDGER,True,True
TX-2026-03050,2026-02-26,AC-008,CP-007,杭州某新能源装备有限公司,下游客户,IN,1182286.03,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-03051,2026-02-26,AC-001,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,1273635.39,原材料货款,柜面,PAYMENT_LEDGER,True,True
TX-2026-03114,2026-02-26,AC-007,CP-007,杭州某新能源装备有限公司,下游客户,IN,1908842.45,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03407,2026-02-26,AC-006,CP-018,他行归集账户A,他行往来,OUT,5217626.74,跨行资金调拨,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00182,2026-02-27,AC-001,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,239090.4,原材料货款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00209,2026-02-27,AC-002,CP-015,物流服务商A,物流,OUT,81649.71,物流服务费,柜面,PAYMENT_LEDGER,True,True
TX-2026-00353,2026-02-27,AC-008,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,979434.33,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00503,2026-02-27,AC-004,CP-006,江苏华能铝业有限公司,原材料供应商,OUT,1551039.84,原材料货款,柜面,PAYMENT_LEDGER,True,True
TX-2026-00586,2026-02-27,AC-004,CP-007,杭州某新能源装备有限公司,下游客户,IN,914276.7,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-00830,2026-02-27,AC-008,CP-013,华东精工智能制造有限公司,集团内往来,IN,2427593.32,集团内部往来,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00860,2026-02-27,AC-001,CP-015,物流服务商A,物流,OUT,190357.84,物流服务费,柜面,PAYMENT_LEDGER,True,True
TX-2026-00931,2026-02-27,AC-002,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,1044458.09,原材料货款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01384,2026-02-27,AC-001,CP-016,能源服务商A,能源,OUT,246021.88,能源费用,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02156,2026-02-27,AC-002,CP-007,杭州某新能源装备有限公司,下游客户,IN,1561169.55,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02823,2026-02-27,AC-001,CP-007,杭州某新能源装备有限公司,下游客户,IN,865670.73,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02920,2026-02-27,AC-001,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,1472085.34,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-03197,2026-02-27,AC-001,CP-003,宁波精密传动有限公司,设备供应商,OUT,1770039.87,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03337,2026-02-27,AC-004,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,726163.31,原材料货款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03417,2026-02-27,AC-009,CP-008,宁波华源自动化有限公司,下游客户,IN,1606520.27,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-03529,2026-02-27,AC-001,CP-015,物流服务商A,物流,OUT,68941.65,物流服务费,柜面,PAYMENT_LEDGER,True,True
TX-2026-03585,2026-02-27,AC-001,CP-001,杭州智联数控设备有限公司,设备供应商,OUT,832235.06,设备预付款/设备采购款,柜面,PAYMENT_LEDGER,True,True
TX-2026-00139,2026-02-28,AC-002,CP-018,他行归集账户A,他行往来,OUT,1664419.13,跨行资金调拨,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00283,2026-02-28,AC-006,CP-018,他行归集账户A,他行往来,IN,1526321.21,跨行资金调拨,柜面,PAYMENT_LEDGER,True,True
TX-2026-00498,2026-02-28,AC-004,CP-016,能源服务商A,能源,OUT,368929.93,能源费用,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00791,2026-02-28,AC-008,CP-007,杭州某新能源装备有限公司,下游客户,IN,3040025.12,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00935,2026-02-28,AC-004,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,735133.51,原材料货款,柜面,PAYMENT_LEDGER,True,True
TX-2026-01032,2026-02-28,AC-002,CP-015,物流服务商A,物流,OUT,126227.93,物流服务费,柜面,PAYMENT_LEDGER,True,True
TX-2026-01078,2026-02-28,AC-001,CP-010,上海凌云智能科技有限公司,下游客户,IN,2225310.86,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-01415,2026-02-28,AC-008,CP-015,物流服务商A,物流,OUT,180085.45,物流服务费,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01863,2026-02-28,AC-004,CP-001,杭州智联数控设备有限公司,设备供应商,OUT,296481.82,设备预付款/设备采购款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-01919,2026-02-28,AC-008,CP-007,杭州某新能源装备有限公司,下游客户,IN,2426241.96,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01988,2026-02-28,AC-006,CP-008,宁波华源自动化有限公司,下游客户,IN,883148.84,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-02029,2026-02-28,AC-004,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,369788.56,原材料货款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02059,2026-02-28,AC-002,CP-016,能源服务商A,能源,OUT,157796.71,能源费用,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02081,2026-02-28,AC-001,CP-007,杭州某新能源装备有限公司,下游客户,IN,427294.68,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02178,2026-02-28,AC-001,CP-003,宁波精密传动有限公司,设备供应商,OUT,893572.54,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02367,2026-02-28,AC-001,CP-002,苏州德昇伺服科技有限公司,设备供应商,OUT,470592.18,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02379,2026-02-28,AC-008,CP-006,江苏华能铝业有限公司,原材料供应商,OUT,1152773.93,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02787,2026-02-28,AC-001,CP-018,他行归集账户A,他行往来,IN,2087288.1,跨行资金调拨,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02838,2026-02-28,AC-001,CP-006,江苏华能铝业有限公司,原材料供应商,OUT,477016.1,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02879,2026-02-28,AC-001,CP-009,合肥星拓工业有限公司,下游客户,IN,1882359.66,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-03076,2026-02-28,AC-008,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,564372.59,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00442,2026-03-01,AC-004,CP-003,宁波精密传动有限公司,设备供应商,OUT,723741.09,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00557,2026-03-01,AC-001,CP-009,合肥星拓工业有限公司,下游客户,IN,259282.2,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00571,2026-03-01,AC-008,CP-010,上海凌云智能科技有限公司,下游客户,IN,2478192.97,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00728,2026-03-01,AC-001,CP-006,江苏华能铝业有限公司,原材料供应商,OUT,1296487.26,原材料货款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00839,2026-03-01,AC-004,CP-018,他行归集账户A,他行往来,OUT,5519924.03,跨行资金调拨,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00956,2026-03-01,AC-001,CP-007,杭州某新能源装备有限公司,下游客户,IN,534291.48,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-00963,2026-03-01,AC-001,CP-009,合肥星拓工业有限公司,下游客户,IN,1946840.53,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-01052,2026-03-01,AC-001,CP-006,江苏华能铝业有限公司,原材料供应商,OUT,1504325.48,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-01118,2026-03-01,AC-004,CP-004,上海东启电子科技有限公司,设备供应商,OUT,1553488.05,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01254,2026-03-01,AC-002,CP-009,合肥星拓工业有限公司,下游客户,IN,2943899.52,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01434,2026-03-01,AC-006,CP-008,宁波华源自动化有限公司,下游客户,IN,789090.29,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01478,2026-03-01,AC-001,CP-008,宁波华源自动化有限公司,下游客户,IN,2064297.3,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01618,2026-03-01,AC-001,CP-001,杭州智联数控设备有限公司,设备供应商,OUT,1055529.86,设备预付款/设备采购款,柜面,PAYMENT_LEDGER,True,True
TX-2026-01713,2026-03-01,AC-006,CP-006,江苏华能铝业有限公司,原材料供应商,OUT,647845.78,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02076,2026-03-01,AC-008,CP-007,杭州某新能源装备有限公司,下游客户,IN,625024.22,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02224,2026-03-01,AC-001,CP-013,华东精工智能制造有限公司,集团内往来,IN,1450237.39,集团内部往来,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02673,2026-03-01,AC-001,CP-008,宁波华源自动化有限公司,下游客户,IN,1110689.57,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02700,2026-03-01,AC-002,CP-008,宁波华源自动化有限公司,下游客户,IN,2698986.93,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02765,2026-03-01,AC-004,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,1184870.36,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02870,2026-03-01,AC-007,CP-009,合肥星拓工业有限公司,下游客户,IN,2332138.8,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-03304,2026-03-01,AC-003,CP-012,工资代发汇总,工资,OUT,4679562.24,工资代发,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03370,2026-03-01,AC-001,CP-007,杭州某新能源装备有限公司,下游客户,IN,1570932.52,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00506,2026-03-02,AC-008,CP-014,华东精工自动化设备有限公司,集团内往来,IN,2436633.6,集团内部往来,柜面,PAYMENT_LEDGER,True,True
TX-2026-00544,2026-03-02,AC-008,CP-010,上海凌云智能科技有限公司,下游客户,IN,2532913.91,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00627,2026-03-02,AC-006,CP-009,合肥星拓工业有限公司,下游客户,IN,2972846.23,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-00879,2026-03-02,AC-001,CP-009,合肥星拓工业有限公司,下游客户,IN,1542722.79,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-01085,2026-03-02,AC-001,CP-007,杭州某新能源装备有限公司,下游客户,IN,3186977.02,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01591,2026-03-02,AC-009,CP-014,华东精工自动化设备有限公司,集团内往来,OUT,2533181.95,集团内部往来,批量支付,PAYMENT_LEDGER,True,True
TX-2026-01912,2026-03-02,AC-006,CP-006,江苏华能铝业有限公司,原材料供应商,OUT,205396.47,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-01927,2026-03-02,AC-002,CP-012,工资代发汇总,工资,OUT,4108402.24,工资代发,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02151,2026-03-02,AC-006,CP-007,杭州某新能源装备有限公司,下游客户,IN,1291759.74,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02253,2026-03-02,AC-006,CP-016,能源服务商A,能源,OUT,288160.84,能源费用,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02416,2026-03-02,AC-001,CP-010,上海凌云智能科技有限公司,下游客户,IN,2923260.58,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02708,2026-03-02,AC-008,CP-007,杭州某新能源装备有限公司,下游客户,IN,405493.57,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-02721,2026-03-02,AC-001,CP-012,工资代发汇总,工资,OUT,5136063.68,工资代发,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02757,2026-03-02,AC-004,CP-006,江苏华能铝业有限公司,原材料供应商,OUT,241445.85,原材料货款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-02951,2026-03-02,AC-001,CP-018,他行归集账户A,他行往来,OUT,3605780.61,跨行资金调拨,柜面,PAYMENT_LEDGER,True,True
TX-2026-03021,2026-03-02,AC-003,CP-002,苏州德昇伺服科技有限公司,设备供应商,OUT,1942092.85,设备预付款/设备采购款,柜面,PAYMENT_LEDGER,True,True
TX-2026-03067,2026-03-02,AC-009,CP-010,上海凌云智能科技有限公司,下游客户,IN,592354.76,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-03192,2026-03-02,AC-001,CP-009,合肥星拓工业有限公司,下游客户,IN,2917083.28,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-03214,2026-03-02,AC-002,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,1276943.77,原材料货款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-03482,2026-03-02,AC-007,CP-007,杭州某新能源装备有限公司,下游客户,IN,1944771.59,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00135,2026-03-03,AC-009,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,116755.46,原材料货款,柜面,PAYMENT_LEDGER,True,True
TX-2026-01024,2026-03-03,AC-002,CP-010,上海凌云智能科技有限公司,下游客户,IN,1909965.4,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-01033,2026-03-03,AC-008,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,803585.8,原材料货款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01189,2026-03-03,AC-001,CP-013,华东精工智能制造有限公司,集团内往来,IN,3882528.36,集团内部往来,柜面,PAYMENT_LEDGER,True,True
TX-2026-01544,2026-03-03,AC-001,CP-016,能源服务商A,能源,OUT,359355.56,能源费用,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01801,2026-03-03,AC-007,CP-015,物流服务商A,物流,OUT,84345.73,物流服务费,企业网银,PAYMENT_LEDGER,True,True
TX-2026-01832,2026-03-03,AC-004,CP-018,他行归集账户A,他行往来,IN,4548647.61,跨行资金调拨,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02272,2026-03-03,AC-004,CP-010,上海凌云智能科技有限公司,下游客户,IN,3060325.24,销售回款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02549,2026-03-03,AC-009,CP-003,宁波精密传动有限公司,设备供应商,OUT,555181.43,设备预付款/设备采购款,批量支付,PAYMENT_LEDGER,True,True
TX-2026-02560,2026-03-03,AC-006,CP-007,杭州某新能源装备有限公司,下游客户,IN,1987204.53,销售回款,柜面,PAYMENT_LEDGER,True,True
TX-2026-00021,2026-03-04,AC-007,CP-008,宁波华源自动化有限公司,下游客户,IN,1160169.19,销售回款,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00046,2026-03-04,AC-008,CP-013,华东精工智能制造有限公司,集团内往来,OUT,2701265.3,集团内部往来,企业网银,PAYMENT_LEDGER,True,True
TX-2026-00343,2026-03-04,AC-004,CP-015,物流服务商A,物流,OUT,291873.59,物流服务费,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00404,2026-03-04,AC-001,CP-007,杭州某新能源装备有限公司,下游客户,IN,1656857.1,销售回款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-00434,2026-03-04,AC-002,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,963176.82,原材料货款,银企直联,PAYMENT_LEDGER,True,True
TX-2026-01317,2026-03-04,AC-001,CP-004,上海东启电子科技有限公司,设备供应商,OUT,1869174.02,设备预付款/设备采购款,柜面,PAYMENT_LEDGER,True,True
TX-2026-01831,2026-03-04,AC-009,CP-005,浙江恒远钢材贸易有限公司,原材料供应商,OUT,784895.18,原材料货款,企业网银,PAYMENT_LEDGER,True,True
